project,revision,numberofbugs,days
ActiveMQ,1402148,1,0
ActiveMQ,1402532,1,0
ActiveMQ,1403459,1,0
ActiveMQ,1403689,2,75
ActiveMQ,1403869,1,0
ActiveMQ,1404158,1,0
ActiveMQ,1405122,1,0
ActiveMQ,1405934,1,0
ActiveMQ,1406369,1,0
ActiveMQ,1406370,1,0
ActiveMQ,1406466,6,1616
ActiveMQ,1406629,3,168
ActiveMQ,1406686,1,0
ActiveMQ,1406852,1,0
ActiveMQ,1408161,1,0
ActiveMQ,1408917,1,0
ActiveMQ,1408953,1,0
ActiveMQ,1409489,2,149
ActiveMQ,1411632,2,56
ActiveMQ,1414990,1,0
ActiveMQ,1415406,1,0
ActiveMQ,1416989,5,197
ActiveMQ,1417333,1,0
ActiveMQ,1418089,1,0
ActiveMQ,1418378,1,0
ActiveMQ,1421487,1,0
ActiveMQ,1421994,1,0
ActiveMQ,1422873,1,0
ActiveMQ,1422953,1,0
ActiveMQ,1423828,1,0
ActiveMQ,1423834,1,0
ActiveMQ,1425871,1,0
ActiveMQ,1428397,1,0
ActiveMQ,1430266,1,0
ActiveMQ,1430862,1,0
ActiveMQ,1432487,2,1500
ActiveMQ,1434849,1,0
ActiveMQ,1436956,1,0
ActiveMQ,1438540,1,0
ActiveMQ,1438570,1,0
ActiveMQ,1438734,3,640
ActiveMQ,1440531,1,0
ActiveMQ,1441064,1,0
ActiveMQ,1441240,1,0
ActiveMQ,1442613,1,0
ActiveMQ,1445436,1,0
ActiveMQ,1445474,2,61
ActiveMQ,1446447,1,0
ActiveMQ,1447715,2,174
ActiveMQ,1448798,1,0
ActiveMQ,1454514,1,0
ActiveMQ,1455290,1,0
ActiveMQ,1455944,1,0
ActiveMQ,1459834,1,0
ActiveMQ,1464165,1,0
ActiveMQ,1467510,1,0
ActiveMQ,1471420,1,0
ActiveMQ,1475734,1,0
ActiveMQ,1478083,1,0
ActiveMQ,1478183,1,0
ActiveMQ,1478835,1,0
ActiveMQ,1480087,1,0
ActiveMQ,1480731,1,0
ActiveMQ,1482790,1,0
ActiveMQ,1486063,1,0
ActiveMQ,1486951,1,0
ActiveMQ,1487950,1,0
ActiveMQ,1488353,1,0
ActiveMQ,1488375,1,0
ActiveMQ,1489180,1,0
ActiveMQ,1489978,1,0
ActiveMQ,1494680,1,0
ActiveMQ,1498978,1,0
ActiveMQ,1500885,1,0
ActiveMQ,1501488,1,0
ActiveMQ,1507146,1,0
ActiveMQ,1508602,1,0
ActiveMQ,1509046,1,0
ActiveMQ,1514023,1,0
ActiveMQ,1516561,1,0
Camel,519901,2,279
Camel,519989,4,1754
Camel,520375,2,125
Camel,520502,1,0
Camel,520532,1,0
Camel,520823,1,0
Camel,520900,3,733
Camel,520962,1,0
Camel,520985,1,0
Camel,520989,1,0
Camel,521180,2,682
Camel,521186,1,0
Camel,521236,1,0
Camel,521256,1,0
Camel,521259,1,0
Camel,521286,3,594
Camel,521319,1,0
Camel,521369,3,304
Camel,521410,2,1310
Camel,521586,1,0
Camel,521588,1,0
Camel,521675,3,863
Camel,521746,3,476
Camel,521831,1,0
Camel,522838,10,1211
Camel,522904,1,0
Camel,522906,5,1029
Camel,523078,2,1152
Camel,523731,8,857
Camel,523881,3,276
Camel,523882,2,291
Camel,523888,1,0
Camel,524027,1,0
Camel,524031,6,1007
Camel,524096,1,0
Camel,524764,1,0
Camel,525122,2,105
Camel,525123,2,284
Camel,525142,2,1212
Camel,525519,4,901
Camel,525547,4,1089
Camel,525634,1,0
Camel,525869,4,1201
Camel,525889,1,0
Camel,525890,5,729
Camel,525892,2,20
Camel,525898,1,0
Camel,529156,1,0
Camel,530368,4,655
Camel,530379,3,71
Camel,530384,1,0
Camel,530414,1,0
Camel,530429,1,0
Camel,530433,2,360
Camel,530545,2,338
Camel,530555,1,0
Camel,530738,1,0
Camel,530858,1,0
Camel,531566,1,0
Camel,531854,2,297
Camel,531883,1,0
Camel,532024,1,0
Camel,532029,1,0
Camel,532360,3,1189
Camel,532654,4,1102
Camel,532790,5,1295
Camel,533145,3,1026
Camel,533630,1,0
Camel,533658,1,0
Camel,533758,3,1420
Camel,533794,1,0
Camel,533814,4,1287
Camel,534009,1,0
Camel,534054,1,0
Camel,534059,7,1508
Camel,534063,3,1234
Camel,534084,1,0
Camel,534086,1,0
Camel,534095,2,393
Camel,534145,10,1148
Camel,534340,2,293
Camel,534561,1,0
Camel,534800,3,269
Camel,534941,4,1359
Camel,535136,1,0
Camel,535206,2,285
Camel,536237,3,285
Camel,537816,4,2007
Camel,537879,2,464
Camel,538073,2,1606
Camel,538126,3,1606
Camel,538519,1,0
Camel,538665,2,1606
Camel,538915,3,1606
Camel,538957,1,0
Camel,538973,1,0
Camel,540547,1,0
Camel,540969,6,1045
Camel,541323,2,344
Camel,541335,1,0
Camel,541693,2,1220
Camel,545076,2,1035
Camel,545108,1,0
Camel,545124,1,0
Camel,546215,13,1083
Camel,546484,1,0
Camel,546580,1,0
Camel,547741,2,122
Camel,549890,2,173
Camel,550444,1,0
Camel,550510,4,1477
Camel,550760,2,264
Camel,551974,3,1027
Camel,552469,3,1424
Camel,552516,6,1607
Camel,552523,1,0
Camel,552848,4,752
Camel,553312,5,189
Camel,553477,3,156
Camel,554322,1,0
Camel,554329,2,1496
Camel,554543,1,0
Camel,554592,1,0
Camel,555123,2,175
Camel,555221,6,1311
Camel,555584,4,1311
Camel,558732,4,719
Camel,558737,1,0
Camel,559516,1,0
Camel,559531,1,0
Camel,559613,4,727
Camel,559924,2,1199
Camel,560141,2,289
Camel,560143,1,0
Camel,560144,1,0
Camel,560302,3,136
Camel,560303,2,323
Camel,560349,1,0
Camel,560889,6,942
Camel,560899,1,0
Camel,561006,7,1311
Camel,561037,1,0
Camel,561666,1,0
Camel,561667,1,0
Camel,561947,10,1984
Camel,562072,1,0
Camel,562556,5,668
Camel,562566,1,0
Camel,562678,1,0
Camel,563213,1,0
Camel,563428,6,1384
Camel,563472,4,637
Camel,563503,1,0
Camel,563575,1,0
Camel,563607,21,978
Camel,563618,1,0
Camel,563665,15,1194
Camel,563909,2,761
Camel,563924,1,0
Camel,564272,6,1001
Camel,564295,6,1479
Camel,564495,4,301
Camel,564568,5,1287
Camel,564575,1,0
Camel,564644,5,1574
Camel,565270,9,684
Camel,565361,1,0
Camel,565884,7,574
Camel,566050,2,52
Camel,566242,1,0
Camel,566600,1,0
Camel,566602,1,0
Camel,566604,2,1638
Camel,566722,1,0
Camel,566805,1,0
Camel,566911,1,0
Camel,566940,3,206
Camel,567079,1,0
Camel,567086,1,0
Camel,567293,1,0
Camel,567358,1,0
Camel,567554,1,0
Camel,567621,4,865
Camel,567750,1,0
Camel,567761,3,308
Camel,570024,1,0
Camel,570379,4,1382
Camel,570386,1,0
Camel,570410,1,0
Camel,570471,5,310
Camel,570472,7,1973
Camel,570501,4,363
Camel,570670,1,0
Camel,571197,4,232
Camel,571436,4,2168
Camel,571471,4,1194
Camel,571489,4,1653
Camel,572359,2,1919
Camel,572368,1,0
Camel,572379,5,539
Camel,572607,1,0
Camel,572625,1,0
Camel,572712,1,0
Camel,572785,1,0
Camel,572899,3,836
Camel,573201,3,340
Camel,573575,1,0
Camel,573793,1,0
Camel,574469,6,859
Camel,574788,1,0
Camel,575596,1,0
Camel,575600,5,1919
Camel,575882,1,0
Camel,575883,2,439
Camel,576408,5,643
Camel,576446,1,0
Camel,576463,4,531
Camel,576522,12,1012
Camel,576920,4,491
Camel,577194,2,151
Camel,577559,3,364
Camel,577633,1,0
Camel,577663,6,889
Camel,577721,7,546
Camel,578206,2,908
Camel,579301,4,518
Camel,579718,4,1058
Camel,580963,4,609
Camel,580969,1,0
Camel,581116,3,98
Camel,581937,3,1023
Camel,582282,2,1373
Camel,582309,2,304
Camel,582840,1,0
Camel,583073,2,658
Camel,583092,4,948
Camel,583144,2,974
Camel,583226,3,1066
Camel,583400,4,1235
Camel,583419,1,0
Camel,583523,1,0
Camel,583780,3,1851
Camel,583844,1,0
Camel,583907,2,338
Camel,584100,2,345
Camel,584250,2,1201
Camel,584387,2,761
Camel,584388,1,0
Camel,584725,1,0
Camel,584837,1,0
Camel,585089,1,0
Camel,585093,1,0
Camel,585154,2,247
Camel,585196,3,421
Camel,586062,4,1784
Camel,586066,10,1077
Camel,586500,1,0
Camel,586863,7,953
Camel,588614,2,329
Camel,588697,5,1098
Camel,590680,1,0
Camel,590732,1,0
Camel,591971,1,0
Camel,592030,1,0
Camel,592042,1,0
Camel,592048,1,0
Camel,592806,4,569
Camel,594493,1,0
Camel,594833,1,0
Camel,594843,2,336
Camel,594849,3,379
Camel,594850,1,0
Camel,594867,1,0
Camel,595314,1,0
Camel,595344,6,848
Camel,595374,1,0
Camel,595624,4,633
Camel,595630,1,0
Camel,595654,1,0
Camel,595755,2,1721
Camel,595763,1,0
Camel,595933,3,1761
Camel,595934,1,0
Camel,596273,2,0
Camel,596449,7,1851
Camel,596702,3,727
Camel,598226,2,274
Camel,598246,2,641
Camel,598648,1,0
Camel,599000,1,0
Camel,599042,1,0
Camel,600503,2,545
Camel,600514,1,0
Camel,600600,2,155
Camel,600793,1,0
Camel,600802,2,1253
Camel,601725,3,746
Camel,601977,5,338
Camel,602902,1,0
Camel,603611,1,0
Camel,604966,1,0
Camel,605931,1,0
Camel,608777,1,0
Camel,611197,2,54
Camel,611382,1,0
Camel,611560,1,0
Camel,612723,1,0
Camel,612729,1,0
Camel,613026,4,1826
Camel,613143,3,717
Camel,613990,1,0
Camel,614066,1,0
Camel,614075,1,0
Camel,614080,1,0
Camel,614847,1,0
Camel,615770,1,0
Camel,617756,3,604
Camel,618487,1,0
Camel,620004,1,0
Camel,620074,1,0
Camel,620520,1,0
Camel,627319,2,400
Camel,627338,1,0
Camel,627405,1,0
Camel,628425,6,841
Camel,628743,1,0
Camel,629000,3,163
Camel,629003,2,158
Camel,629333,3,713
Camel,630570,1,0
Camel,630574,1,0
Camel,630591,2,743
Camel,630774,1,0
Camel,631521,1,0
Camel,631882,1,0
Camel,632001,3,1453
Camel,632429,1,0
Camel,633098,2,153
Camel,633440,2,1469
Camel,633584,1,0
Camel,633888,1,0
Camel,634501,1,0
Camel,634754,1,0
Camel,634981,2,364
Camel,635171,2,271
Camel,635206,2,362
Camel,635944,1,0
Camel,636956,1,0
Camel,636994,1,0
Camel,637802,1,0
Camel,638833,1,0
Camel,639250,2,176
Camel,639302,1,0
Camel,640346,1,0
Camel,640438,10,1782
Camel,640731,2,173
Camel,640937,2,265
Camel,641152,4,455
Camel,641243,1,0
Camel,641379,1,0
Camel,641430,2,6
Camel,641566,2,322
Camel,641676,1,0
Camel,642102,4,270
Camel,642107,1,0
Camel,642209,6,1881
Camel,642272,1,0
Camel,642763,2,776
Camel,642879,1,0
Camel,643855,7,1083
Camel,644159,1,0
Camel,644350,4,1186
Camel,644383,2,650
Camel,644384,1,0
Camel,644684,1,0
Camel,644735,1,0
Camel,645063,2,1292
Camel,645359,1,0
Camel,646003,2,843
Camel,647407,1,0
Camel,647433,2,42
Camel,647463,2,191
Camel,647518,1,0
Camel,647657,1,0
Camel,647665,1,0
Camel,647667,1,0
Camel,647864,1,0
Camel,647877,3,1631
Camel,647957,1,0
Camel,649165,6,565
Camel,649917,1,0
Camel,650171,1,0
Camel,651196,1,0
Camel,651239,3,647
Camel,651966,2,1284
Camel,652234,2,219
Camel,652235,1,0
Camel,652815,3,263
Camel,653015,4,610
Camel,653079,2,164
Camel,653094,6,777
Camel,653177,1,0
Camel,653228,1,0
Camel,653240,2,1000
Camel,653679,1,0
Camel,654456,2,208
Camel,654685,1,0
Camel,655008,2,754
Camel,655071,1,0
Camel,655284,2,409
Camel,655291,1,0
Camel,655332,2,1621
Camel,655341,2,89
Camel,655440,1,0
Camel,655469,2,290
Camel,655481,4,1826
Camel,655487,1,0
Camel,655516,7,930
Camel,655746,2,74
Camel,655792,1,0
Camel,656106,1,0
Camel,656617,1,0
Camel,657010,1,0
Camel,657091,2,145
Camel,657300,5,339
Camel,658164,1,0
Camel,658240,2,55
Camel,658260,1,0
Camel,658389,2,261
Camel,658722,1,0
Camel,658765,1,0
Camel,658768,1,0
Camel,658966,1,0
Camel,659007,2,197
Camel,659468,1,0
Camel,659798,4,1475
Camel,659836,2,1085
Camel,659849,2,319
Camel,659854,1,0
Camel,659974,2,453
Camel,660099,1,0
Camel,660216,3,642
Camel,660275,1,0
Camel,660798,2,5
Camel,661249,1,0
Camel,662226,1,0
Camel,662664,4,2063
Camel,663469,1,0
Camel,663796,1,0
Camel,663817,3,274
Camel,663909,1,0
Camel,664245,1,0
Camel,664441,1,0
Camel,664468,1,0
Camel,664510,1,0
Camel,664624,2,332
Camel,665748,1,0
Camel,666776,1,0
Camel,666957,2,21
Camel,668216,1,0
Camel,668276,1,0
Camel,668598,2,308
Camel,669059,3,806
Camel,669101,1,0
Camel,669349,1,0
Camel,669385,1,0
Camel,669650,1,0
Camel,669756,8,773
Camel,669804,3,1663
Camel,670436,2,34
Camel,670440,1,0
Camel,670452,2,49
Camel,670454,1,0
Camel,670544,1,0
Camel,670668,1,0
Camel,671751,1,0
Camel,671918,1,0
Camel,672261,1,0
Camel,672347,1,0
Camel,672474,1,0
Camel,673008,7,1028
Camel,673335,3,1268
Camel,673462,2,81
Camel,673468,1,0
Camel,673619,1,0
Camel,673837,3,1255
Camel,673917,1,0
Camel,673955,1,0
Camel,674031,2,206
Camel,674401,3,488
Camel,674786,1,0
Camel,674800,1,0
Camel,675184,1,0
Camel,675249,2,14
Camel,675467,1,0
Camel,675468,2,21
Camel,675500,1,0
Camel,675832,3,125
Camel,675878,1,0
Camel,675881,1,0
Camel,675938,1,0
Camel,676127,1,0
Camel,676133,2,282
Camel,676208,1,0
Camel,676525,1,0
Camel,676541,1,0
Camel,676643,1,0
Camel,676805,1,0
Camel,676850,5,1545
Camel,677005,2,812
Camel,677141,1,0
Camel,677858,2,832
Camel,677999,2,42
Camel,678246,1,0
Camel,678367,1,0
Camel,679170,1,0
Camel,679979,1,0
Camel,679990,1,0
Camel,680011,1,0
Camel,680078,1,0
Camel,680249,1,0
Camel,680260,2,178
Camel,680645,10,969
Camel,680754,1,0
Camel,681573,1,0
Camel,681576,3,1157
Camel,681589,1,0
Camel,681600,3,423
Camel,682255,1,0
Camel,682466,3,148
Camel,682583,1,0
Camel,682597,3,119
Camel,683331,1,0
Camel,683518,2,1355
Camel,683561,1,0
Camel,683640,2,61
Camel,683862,1,0
Camel,684073,3,276
Camel,684214,1,0
Camel,684301,1,0
Camel,684500,1,0
Camel,684774,2,855
Camel,684800,1,0
Camel,684835,1,0
Camel,685129,4,788
Camel,685233,1,0
Camel,685638,1,0
Camel,685900,3,319
Camel,686094,1,0
Camel,686171,1,0
Camel,686607,1,0
Camel,686616,1,0
Camel,686675,1,0
Camel,687264,3,629
Camel,687266,1,0
Camel,687515,2,258
Camel,687732,1,0
Camel,687736,1,0
Camel,687770,1,0
Camel,688350,1,0
Camel,688601,2,754
Camel,688606,1,0
Camel,688611,1,0
Camel,688672,1,0
Camel,688951,1,0
Camel,688965,2,98
Camel,689024,1,0
Camel,689291,1,0
Camel,689379,1,0
Camel,689399,1,0
Camel,689457,1,0
Camel,689727,1,0
Camel,690114,1,0
Camel,690170,3,247
Camel,690184,1,0
Camel,690690,1,0
Camel,690920,2,402
Camel,691104,1,0
Camel,691588,2,213
Camel,691703,3,173
Camel,692006,1,0
Camel,692605,2,20
Camel,693217,4,348
Camel,693226,1,0
Camel,693267,1,0
Camel,693409,5,617
Camel,693850,1,0
Camel,693940,1,0
Camel,694680,1,0
Camel,695030,1,0
Camel,695204,4,797
Camel,695245,1,0
Camel,695502,3,774
Camel,695516,3,754
Camel,695769,1,0
Camel,696380,3,1325
Camel,696553,2,339
Camel,696574,1,0
Camel,696610,2,68
Camel,697494,5,1310
Camel,697716,1,0
Camel,697732,2,1
Camel,697765,1,0
Camel,698396,1,0
Camel,698831,8,258
Camel,698836,1,0
Camel,698848,3,1390
Camel,698870,1,0
Camel,699300,1,0
Camel,699619,1,0
Camel,699675,2,43
Camel,699768,1,0
Camel,699769,2,119
Camel,699876,1,0
Camel,700786,1,0
Camel,701021,2,402
Camel,701149,2,733
Camel,701192,1,0
Camel,701582,1,0
Camel,702247,3,1425
Camel,702683,1,0
Camel,702969,1,0
Camel,703622,4,1179
Camel,704632,2,163
Camel,704951,3,1188
Camel,704979,1,0
Camel,704991,1,0
Camel,705131,1,0
Camel,705853,3,110
Camel,705866,1,0
Camel,705880,1,0
Camel,706005,3,187
Camel,706013,2,176
Camel,706639,1,0
Camel,706689,1,0
Camel,706695,1,0
Camel,706711,1,0
Camel,706857,2,18
Camel,706913,1,0
Camel,707257,1,0
Camel,707537,1,0
Camel,709164,1,0
Camel,709173,1,0
Camel,709512,2,754
Camel,709613,7,1091
Camel,710079,2,5
Camel,710133,2,14
Camel,711206,2,135
Camel,711219,2,24
Camel,711220,1,0
Camel,711229,1,0
Camel,711241,1,0
Camel,711523,2,754
Camel,711528,1,0
Camel,711531,1,0
Camel,711599,1,0
Camel,711756,1,0
Camel,712133,1,0
Camel,712179,1,0
Camel,712603,1,0
Camel,712605,2,115
Camel,712622,2,897
Camel,712626,2,575
Camel,712844,3,514
Camel,712925,1,0
Camel,712933,1,0
Camel,712937,7,1637
Camel,713950,1,0
Camel,718242,2,59
Camel,718246,2,59
Camel,719662,7,782
Camel,719673,3,307
Camel,719864,1,0
Camel,719866,1,0
Camel,719978,3,353
Camel,719979,2,143
Camel,720269,2,932
Camel,720495,1,0
Camel,720581,1,0
Camel,720806,2,239
Camel,720809,2,239
Camel,720838,1,0
Camel,721149,1,0
Camel,721328,1,0
Camel,721695,1,0
Camel,721764,1,0
Camel,721772,1,0
Camel,721798,1,0
Camel,722005,1,0
Camel,722088,2,1216
Camel,722521,2,226
Camel,722562,1,0
Camel,722674,2,953
Camel,722726,2,10
Camel,722772,2,39
Camel,722785,4,1817
Camel,722800,1,0
Camel,722878,1,0
Camel,722893,1,0
Camel,723046,1,0
Camel,723266,1,0
Camel,723291,1,0
Camel,723314,2,341
Camel,723319,1,0
Camel,723325,1,0
Camel,723331,1,0
Camel,723966,1,0
Camel,723967,1,0
Camel,724272,1,0
Camel,724291,4,732
Camel,724319,1,0
Camel,724380,2,77
Camel,724439,1,0
Camel,724619,5,1035
Camel,724627,5,1462
Camel,724629,2,307
Camel,725058,3,549
Camel,725309,2,17
Camel,725424,1,0
Camel,726932,1,0
Camel,726941,1,0
Camel,727377,2,592
Camel,727952,3,574
Camel,727984,1,0
Camel,727997,1,0
Camel,728862,1,0
Camel,729409,2,36
Camel,729412,1,0
Camel,729480,12,924
Camel,729712,5,624
Camel,729714,2,1356
Camel,729892,1,0
Camel,729895,1,0
Camel,730132,1,0
Camel,730154,6,2168
Camel,730157,1,0
Camel,730299,3,351
Camel,730436,1,0
Camel,730441,1,0
Camel,730504,6,1060
Camel,730506,2,12
Camel,730721,3,165
Camel,730727,4,165
Camel,730753,2,535
Camel,730759,2,2076
Camel,730936,2,132
Camel,731164,1,0
Camel,731169,3,134
Camel,731170,2,65
Camel,731590,1,0
Camel,732207,1,0
Camel,732209,1,0
Camel,732793,1,0
Camel,732808,1,0
Camel,732923,2,308
Camel,732926,2,308
Camel,733633,1,0
Camel,733758,4,888
Camel,733822,1,0
Camel,734053,1,0
Camel,734059,1,0
Camel,734064,1,0
Camel,734076,1,0
Camel,734095,3,624
Camel,734141,1,0
Camel,734309,1,0
Camel,734340,1,0
Camel,734348,3,708
Camel,734401,2,1267
Camel,734690,1,0
Camel,735427,1,0
Camel,735592,15,1575
Camel,735758,1,0
Camel,735816,5,286
Camel,735926,2,287
Camel,735951,2,235
Camel,735955,2,499
Camel,736227,1,0
Camel,736242,1,0
Camel,736322,2,684
Camel,736555,1,0
Camel,736562,2,351
Camel,736617,2,688
Camel,736676,2,1513
Camel,736901,1,0
Camel,736980,4,516
Camel,737029,11,1375
Camel,737359,11,1375
Camel,737487,1,0
Camel,737493,3,403
Camel,737635,2,137
Camel,737658,4,590
Camel,737666,1,0
Camel,737677,10,609
Camel,737890,2,0
Camel,738093,9,747
Camel,738171,2,1
Camel,738298,1,0
Camel,738386,5,248
Camel,738457,8,742
Camel,738487,1,0
Camel,738604,1,0
Camel,738783,6,1726
Camel,738826,1,0
Camel,738832,1,0
Camel,738935,1,0
Camel,738999,3,1913
Camel,739191,3,79
Camel,739213,2,78
Camel,739348,1,0
Camel,739711,3,96
Camel,739960,3,136
Camel,740251,2,22
Camel,740298,6,747
Camel,740596,2